po_number,po_item,company_code,plant,creation_date,ekkn_kostl,cost_center,func_area,func_area_txt
4805004019,60,2000,10M2,20211123,1012849,1012849,12,Information Technology
4805004019,70,3000,1031,20220512,1035886,1035886,35,Sales & Marketing
4805004019,80,4100,1000,20190527,1012023,1012023,12,Information Technology
4805004020,10,1000,1000,20260213,1030060,1030060,30,Digitization
4805004020,20,2000,1033,20230411,1027097,1027097,27,Manufacturing Support
4805004020,30,3000,1033,20260304,1012134,1012134,12,Information Technology
4805004020,40,4100,1031,20210227,1027171,1027171,27,Manufacturing Support
4805004021,50,1000,1033,20251210,1027208,1027208,27,Manufacturing Support
4805004021,60,2000,4100,20260719,1030245,1030245,30,Digitization
4805004021,70,3000,1031,20260402,1014282,1014282,14,SS Facility Mgt
4805004021,80,4100,1000,20230908,1027319,1027319,27,Manufacturing Support
4805004022,10,1000,1000,20170720,1012356,1012356,12,Information Technology
4805004022,20,2000,10M2,20200808,1010393,1010393,10,Finance
4805004022,30,3000,10M1,20230921,1023430,1023430,23,Corporate Affairs
4805004022,40,4100,10M2,20220408,1035467,1035467,35,Sales & Marketing
4805004023,50,1000,2100,20210210,1030504,1030504,30,Digitization
4805004023,60,2000,1033,20211220,1012541,1012541,12,Information Technology
4805004023,70,3000,3200,20240104,1027578,1027578,27,Manufacturing Support
4805004023,80,4100,2100,20220127,1027615,1027615,27,Manufacturing Support
4805004024,10,1000,1000,20230303,1025652,1025652,25,Human Resources
4805004024,20,2000,1100,20170601,1012689,1012689,12,Information Technology
4805004024,30,3000,10M1,20170212,1012726,1012726,12,Information Technology
4805004024,40,4100,1033,20260125,1028763,1028763,28,SS Global Procurement
4805004025,50,1000,1000,20170614,1025800,1025800,25,Human Resources
4805004025,60,2000,4100,20171107,1030837,1030837,30,Digitization
4805004025,70,3000,2100,20261005,1023874,1010159,23,Corporate Affairs
4805004025,80,4100,1033,20191013,1025011,1025011,25,Human Resources
4805004026,10,1000,3200,20201022,1012048,1012048,12,Information Technology
4805004026,20,2000,10M1,20260419,1025085,1025085,25,Human Resources
4805004026,30,3000,10M2,20210821,1027122,1027122,27,Manufacturing Support
4805004026,40,4100,1031,20250205,1027159,1027159,27,Manufacturing Support
4805004027,50,1000,4100,20191110,1035196,1035196,35,Sales & Marketing
4805004027,60,2000,1033,20230318,1010233,1010233,10,Finance
4805004027,70,3000,1033,20240218,1028270,1028270,28,SS Global Procurement
4805004027,80,4100,4100,20190603,1010307,1010307,10,Finance
4805004028,10,1000,10M2,20250211,1030344,1030344,30,Digitization
4805004028,20,2000,1100,20230509,1027381,1027381,27,Manufacturing Support
4805004028,30,3000,1100,20211201,1025418,1025418,25,Human Resources
4805004028,40,4100,1100,20201122,1012455,1012455,12,Information Technology
4805004029,50,1000,10M2,20261118,1028492,1028492,28,SS Global Procurement
4805004029,60,2000,10M1,20190821,1009529,1009529,9,Executive Office
4805004029,70,3000,1000,20200207,1017566,1017566,17,Technology & Innovation
4805004029,80,4100,1100,20220621,1030603,1030603,30,Digitization
4805004030,10,1000,1033,20210106,1027640,1027640,27,Manufacturing Support
4805004030,20,2000,1033,20200225,1009677,1009677,9,Executive Office
4805004030,30,3000,2100,20170207,1010714,1010714,10,Finance
4805004030,40,4100,10M1,20231205,1027751,1027751,27,Manufacturing Support
4805004031,50,1000,1033,20170722,1035788,1035788,35,Sales & Marketing
4805004031,60,2000,2100,20260111,1015825,1015825,15,EHSS
4805004031,70,3000,3200,20240928,1012862,1012862,12,Information Technology
4805004031,80,4100,1031,20221106,1017899,1017899,17,Technology & Innovation
4805004032,10,1000,10M1,20251022,1025036,1025036,25,Human Resources
4805004032,20,2000,3200,20190224,1023073,1023073,23,Corporate Affairs
4805004032,30,3000,1031,20180414,1028110,1028110,28,SS Global Procurement
4805004032,40,4100,4100,20220628,1030147,1030147,30,Digitization
4805004033,50,1000,2100,20201202,1017184,1017184,17,Technology & Innovation
4805004033,60,2000,1000,20180903,1027221,1027221,27,Manufacturing Support
4805004033,70,3000,10M2,20221219,1025258,1025258,25,Human Resources
4805004033,80,4100,10M2,20260616,1032295,1032295,32,Supply Chain
4805004034,10,1000,10M2,20230511,1020332,1020332,20,Legal
4805004034,20,2000,1100,20221201,1012369,1012369,12,Information Technology
4805004034,30,3000,4100,20170206,1009406,1009406,9,Executive Office
4805004034,40,4100,3200,20230521,1032443,1032443,32,Supply Chain
4805004035,50,1000,1031,20240419,1032480,1032480,32,Supply Chain
4805004035,60,2000,2100,20190323,1012517,1012517,12,Information Technology
4805004035,70,3000,10M1,20260611,1023554,1023554,23,Corporate Affairs
4805004035,80,4100,10M1,20230925,1009591,1009591,9,Executive Office
4805004036,10,1000,2100,20181201,1027628,1027628,27,Manufacturing Support
4805004036,20,2000,10M1,20201018,1025665,1025665,25,Human Resources
4805004036,30,3000,3200,20191119,1027702,1027702,27,Manufacturing Support
4805004036,40,4100,10M2,20260922,1014739,1014739,14,SS Facility Mgt
4805004037,50,1000,10M2,20180922,1012776,1012776,12,Information Technology
4805004037,60,2000,1000,20220203,1017813,1017813,17,Technology & Innovation
4805004037,70,3000,10M1,20190810,1028850,1028850,28,SS Global Procurement
4805004037,80,4100,4100,20210212,1035887,1035887,35,Sales & Marketing
4805004038,10,1000,4100,20221021,1035024,1035024,35,Sales & Marketing
4805004038,20,2000,2100,20200513,1015061,1015061,15,EHSS
4805004038,30,3000,1000,20241127,1023098,1023098,23,Corporate Affairs
4805004038,40,4100,1000,20230428,1027135,1027135,27,Manufacturing Support
4805004039,50,1000,10M2,20240919,1015172,1015172,15,EHSS
4805004039,60,2000,10M1,20261113,1032209,1032209,32,Supply Chain
4805004039,70,3000,1031,20260725,1014246,1014246,14,SS Facility Mgt
4805004039,80,4100,4100,20251022,1012283,1012283,12,Information Technology
4805004040,10,1000,1031,20200419,1020320,1020320,20,Legal
4805004040,20,2000,1100,20191205,1025357,1025357,25,Human Resources
4805004040,30,3000,1031,20211203,1035394,1035394,35,Sales & Marketing
4805004040,40,4100,4100,20250309,1027431,1027431,27,Manufacturing Support
4805004041,50,1000,1031,20170623,1028468,1028468,28,SS Global Procurement
4805004041,60,2000,1033,20230719,1028505,1028505,28,SS Global Procurement
4805004041,70,3000,10M1,20260808,1027542,1027542,27,Manufacturing Support
4805004041,80,4100,1000,20200203,1028579,1028579,28,SS Global Procurement
4805004042,10,1000,3200,20211125,1032616,1032616,32,Supply Chain
4805004042,20,2000,10M2,20180415,1030653,1030653,30,Digitization
4805004042,30,3000,1000,20220903,1012690,1012690,12,Information Technology
4805004042,40,4100,1031,20180417,1014727,1014727,14,SS Facility Mgt
4805004043,50,1000,4100,20211001,1027764,1027764,27,Manufacturing Support
4805004043,60,2000,1100,20240915,1012801,1012801,12,Information Technology
4805004043,70,3000,4100,20210519,1010838,1010838,10,Finance
4805004043,80,4100,2100,20200520,1014875,1014875,14,SS Facility Mgt
4805004044,10,1000,1000,20200611,1020012,1020012,20,Legal
4805004044,20,2000,3200,20210315,1020049,1020049,20,Legal
4805004044,30,3000,1033,20190724,1032086,1032086,32,Supply Chain
4805004044,40,4100,3200,20261108,1009123,1009123,9,Executive Office
4805004045,50,1000,4100,20230606,1010160,1010160,10,Finance
4805004045,60,2000,10M1,20240817,1012197,1012197,12,Information Technology
4805004045,70,3000,1000,20200419,1012234,1012234,12,Information Technology
4805004045,80,4100,10M2,20180605,1010271,1010271,10,Finance
4805004046,10,1000,4100,20250112,1028308,1028308,28,SS Global Procurement
4805004046,20,2000,10M1,20240311,1027345,1027345,27,Manufacturing Support
4805004046,30,3000,3200,20200523,1028382,1028382,28,SS Global Procurement
4805004046,40,4100,1033,20221211,1017419,1017419,17,Technology & Innovation
4805004047,50,1000,1100,20230818,1030456,1030456,30,Digitization
4805004047,60,2000,1000,20261009,1023493,1023493,23,Corporate Affairs
4805004047,70,3000,1000,20220227,1015530,1015530,15,EHSS
4805004047,80,4100,1031,20231216,1030567,1030567,30,Digitization
4805004048,10,1000,10M1,20261119,1012604,1012604,12,Information Technology
4805004048,20,2000,10M2,20180928,1017641,1017641,17,Technology & Innovation
4805004048,30,3000,1000,20181108,1015678,1015678,15,EHSS
4805004048,40,4100,1000,20201109,1028715,1028715,28,SS Global Procurement
4805004049,50,1000,3200,20260407,1014752,1014752,14,SS Facility Mgt
4805004049,60,2000,2100,20260918,1025789,1025789,25,Human Resources
4805004049,70,3000,1031,20250722,1027826,1027826,27,Manufacturing Support
4805004049,80,4100,1100,20260205,1023863,1023148,23,Corporate Affairs
4805004050,10,1000,10M2,20260905,1012000,1012000,12,Information Technology
4805004050,20,2000,3200,20170517,1028037,1028037,28,SS Global Procurement
4805004050,30,3000,3200,20220403,1025074,1025074,25,Human Resources
4805004050,40,4100,10M1,20230928,1012111,1012111,12,Information Technology
4805004051,50,1000,10M1,20231124,1012148,1012148,12,Information Technology
4805004051,60,2000,10M1,20170821,1032185,1032185,32,Supply Chain
4805004051,70,3000,1000,20240125,1010222,1010222,10,Finance
4805004051,80,4100,1000,20260502,1030259,1030259,30,Digitization
4805004052,10,1000,3200,20201114,1014296,1014296,14,SS Facility Mgt
4805004052,20,2000,1033,20230111,1023333,1023333,23,Corporate Affairs
4805004052,30,3000,1000,20240613,1035370,1035370,35,Sales & Marketing
4805004052,40,4100,1100,20170206,1027407,1027407,27,Manufacturing Support
4805004053,50,1000,1033,20180506,1030444,1030444,30,Digitization
4805004053,60,2000,1031,20170326,1014481,1014481,14,SS Facility Mgt
4805004053,70,3000,4100,20230608,1012518,1012518,12,Information Technology
4805004053,80,4100,1000,20201106,1032555,1032555,32,Supply Chain
4805004054,10,1000,2100,20220902,1015592,1015592,15,EHSS
4805004054,20,2000,1100,20220426,1023629,1023629,23,Corporate Affairs
4805004054,30,3000,3200,20260915,1028666,1028666,28,SS Global Procurement
4805004054,40,4100,10M1,20210223,1035703,1035703,35,Sales & Marketing
4805004055,50,1000,,20171011,1020740,1020740,20,Legal
4805004055,60,2000,1100,20171114,1035777,1035777,35,Sales & Marketing
4805004055,70,3000,4100,20240207,1030814,1030814,30,Digitization
4805004055,80,4100,10M2,20250512,1012851,1012851,12,Information Technology
4805004056,10,1000,4100,20250219,1027888,1027888,27,Manufacturing Support
4805004056,20,2000,10M1,20190623,1012025,1012025,12,Information Technology
4805004056,30,3000,10M1,20260728,1030062,1030062,30,Digitization
4805004056,40,4100,10M2,20240110,1035099,1035099,35,Sales & Marketing
4805004057,50,1000,10M2,20250617,1015136,1015136,15,EHSS
4805004057,60,2000,1031,20170710,1032173,1032173,32,Supply Chain
4805004057,70,3000,10M1,20240222,1012210,1012210,12,Information Technology
4805004057,80,4100,1033,20191016,1020247,1020247,20,Legal
4805004058,10,1000,10M2,20200819,1015284,1015284,15,EHSS
4805004058,20,2000,10M2,20200924,1035321,1035321,35,Sales & Marketing
4805004058,30,3000,2100,20210803,1010358,1010358,10,Finance
4805004058,40,4100,4100,20220712,1028395,1028395,28,SS Global Procurement
4805004059,50,1000,1033,20170228,1012432,1012432,12,Information Technology
4805004059,60,2000,3200,20200105,1027469,1027469,27,Manufacturing Support
4805004059,70,3000,10M2,20250718,1030506,1030506,30,Digitization
4805004059,80,4100,1031,20190208,1035543,1035543,35,Sales & Marketing
4805004060,10,1000,10M2,20181211,1023580,1023580,23,Corporate Affairs
4805004060,20,2000,1000,20210914,1010617,1010617,10,Finance
4805004060,30,3000,4100,20250223,1032654,1032654,32,Supply Chain
4805004060,40,4100,1031,20250606,1023691,1023691,23,Corporate Affairs
4805004061,50,1000,2100,20170421,1017728,1017728,17,Technology & Innovation
4805004061,60,2000,10M2,20210209,1030765,1030765,30,Digitization
4805004061,70,3000,4100,20230407,1025802,1025802,25,Human Resources
4805004061,80,4100,1033,20190804,1012839,1012839,12,Information Technology
4805004062,10,1000,10M2,20180801,1030876,1030876,30,Digitization
4805004062,20,2000,1000,20260402,1023013,1023013,23,Corporate Affairs
4805004062,30,3000,1033,20180501,1027050,1027050,27,Manufacturing Support
4805004062,40,4100,1000,20260719,1032087,1032087,32,Supply Chain
4805004063,50,1000,1031,20200506,1028124,1028124,28,SS Global Procurement
4805004063,60,2000,1033,20180505,1009161,1009161,9,Executive Office
4805004063,70,3000,4100,20190504,1035198,1035198,35,Sales & Marketing
4805004063,80,4100,2100,20240224,1015235,1015235,15,EHSS
4805004064,10,1000,4100,20171206,1023272,1023272,23,Corporate Affairs
4805004064,20,2000,1031,20200815,1032309,1032309,32,Supply Chain
4805004064,30,3000,10M1,20210402,1012346,1012346,12,Information Technology
4805004064,40,4100,1000,20240516,1012383,1012383,12,Information Technology
4805004065,50,1000,1100,20210207,1028420,1028420,28,SS Global Procurement
4805004065,60,2000,1000,20250616,1027457,1027457,27,Manufacturing Support
4805004065,70,3000,1031,20221122,1028494,1028494,28,SS Global Procurement
4805004065,80,4100,1100,20260204,1027531,1027531,27,Manufacturing Support
4805004066,10,1000,4100,20210219,1030568,1030568,30,Digitization
4805004066,20,2000,1100,20261120,1028605,1028605,28,SS Global Procurement
4805004066,30,3000,2100,20180527,1032642,1032642,32,Supply Chain
4805004066,40,4100,3200,20250221,1025679,1025679,25,Human Resources
4805004067,50,1000,1031,20171012,1020716,1020716,20,Legal
4805004067,60,2000,2100,20250415,1012753,1012753,12,Information Technology
4805004067,70,3000,3200,20180213,1025790,1025790,25,Human Resources
4805004067,80,4100,3200,20190715,1014827,1014827,14,SS Facility Mgt
4805004068,10,1000,1100,20210528,1023864,1023864,23,Corporate Affairs
4805004068,20,2000,10M1,20200111,1012001,1012001,12,Information Technology
4805004068,30,3000,10M2,20260516,1025038,1025038,25,Human Resources
4805004068,40,4100,10M1,20201107,1009075,1009075,9,Executive Office
4805004069,50,1000,4100,20230318,1027112,1027112,27,Manufacturing Support
4805004069,60,2000,1100,20230601,1025149,1025149,25,Human Resources
4805004069,70,3000,2100,20260225,1025186,1025186,25,Human Resources
4805004069,80,4100,1031,20181117,1015223,1015223,15,EHSS
4805004070,10,1000,2100,20241004,1012260,1012260,12,Information Technology
4805004070,20,2000,4100,20180728,1020297,1020297,20,Legal
4805004070,30,3000,1000,20260723,1015334,1015334,15,EHSS
4805004070,40,4100,10M1,20181211,1030371,1030371,30,Digitization
4805004071,50,1000,1100,20220124,1012408,1012408,12,Information Technology
4805004071,60,2000,3200,20230410,1020445,1020445,20,Legal
4805004071,70,3000,1031,20240118,1028482,1028482,28,SS Global Procurement
4805004071,80,4100,4100,20171028,1017519,1017519,17,Technology & Innovation
4805004072,10,1000,10M2,20200704,1025556,1025556,25,Human Resources
4805004072,20,2000,1100,20240302,1027593,1027593,27,Manufacturing Support
4805004072,30,3000,1031,20211222,1017630,1017630,17,Technology & Innovation
4805004072,40,4100,1100,20260710,1012667,1012667,12,Information Technology
4805004073,50,1000,2100,20180212,1017704,1017704,17,Technology & Innovation
4805004073,60,2000,1100,20200518,1012741,1012741,12,Information Technology
4805004073,70,3000,3200,20230314,1028778,1028778,28,SS Global Procurement
4805004073,80,4100,10M1,20211222,1032815,1032815,32,Supply Chain
4805004074,10,1000,1031,20250325,1030852,1017137,30,Digitization
4805004074,20,2000,1000,20200806,1009889,1009889,9,Executive Office
4805004074,30,3000,2100,20200213,1025026,1025026,25,Human Resources
4805004074,40,4100,10M2,20251207,1009063,1009063,9,Executive Office
4805004075,50,1000,1000,20240528,1023100,1023100,23,Corporate Affairs
4805004075,60,2000,3200,20220316,1010137,1010137,10,Finance
4805004075,70,3000,2100,20170628,1012174,1012174,12,Information Technology
4805004075,80,4100,4100,20251006,1028211,1028211,28,SS Global Procurement
4805004076,10,1000,1000,20200613,1009248,1009248,9,Executive Office
4805004076,20,2000,10M1,20170107,1014285,1014285,14,SS Facility Mgt
4805004076,30,3000,10M2,20260912,1020322,1020322,20,Legal
4805004076,40,4100,1100,20180825,1009359,1009359,9,Executive Office
4805004077,50,1000,1100,20200204,1023396,1023396,23,Corporate Affairs
4805004077,60,2000,10M1,20200317,1025433,1025433,25,Human Resources
4805004077,70,3000,1033,20210916,1012470,1012470,12,Information Technology
4805004077,80,4100,1100,20191002,1025507,1025507,25,Human Resources
4805004078,10,1000,1100,20220718,1027544,1027544,27,Manufacturing Support
4805004078,20,2000,1100,20220428,1012581,1012581,12,Information Technology
4805004078,30,3000,10M2,20171017,1023618,1023618,23,Corporate Affairs
4805004078,40,4100,1031,20201112,1027655,1027655,27,Manufacturing Support
4805004079,50,1000,3200,20221115,1027692,1027692,27,Manufacturing Support
4805004079,60,2000,1000,20221103,1028729,1028729,28,SS Global Procurement
4805004079,70,3000,3200,20170209,1014766,1014766,14,SS Facility Mgt
4805004079,80,4100,3200,20250223,1009803,1009803,9,Executive Office
4805004080,10,1000,4100,20250323,1028840,1028840,28,SS Global Procurement
4805004080,20,2000,1100,20170913,1030877,1030877,30,Digitization
4805004080,30,3000,1031,20170313,1010014,1010014,10,Finance
4805004080,40,4100,10M1,20210102,1028051,1028051,28,SS Global Procurement
4805004081,50,1000,2100,20171028,1012088,1012088,12,Information Technology
4805004081,60,2000,10M1,20180311,1025125,1025125,25,Human Resources
4805004081,70,3000,2100,20180915,1017162,1017162,17,Technology & Innovation
4805004081,80,4100,1000,20220326,1027199,1027199,27,Manufacturing Support
4805004082,10,1000,3200,20250418,1027236,1027236,27,Manufacturing Support
4805004082,20,2000,2100,20171226,1020273,1020273,20,Legal
4805004082,30,3000,1033,20220328,1014310,1014310,14,SS Facility Mgt
4805004082,40,4100,10M2,20230421,1023347,1023347,23,Corporate Affairs
4805004083,50,1000,10M1,20240124,1035384,1035384,35,Sales & Marketing
4805004083,60,2000,1033,20170512,1025421,1025421,25,Human Resources
4805004083,70,3000,1000,20211008,1030458,1030458,30,Digitization
4805004083,80,4100,3200,20231117,1012495,1012495,12,Information Technology
4805004084,10,1000,1033,20260817,1030532,1030532,30,Digitization
4805004084,20,2000,10M1,20250915,1028569,1028569,28,SS Global Procurement
4805004084,30,3000,4100,20240916,1014606,1014606,14,SS Facility Mgt
4805004084,40,4100,1000,20200911,1032643,1032643,32,Supply Chain
4805004085,50,1000,10M2,20180803,1030680,1030680,30,Digitization
4805004085,60,2000,1100,20170713,1027717,1027717,27,Manufacturing Support
4805004085,70,3000,1033,20170520,1023754,1023754,23,Corporate Affairs
4805004085,80,4100,1031,20220424,1020791,1020791,20,Legal
4805004086,10,1000,2100,20241009,1009828,1009828,9,Executive Office
4805004086,20,2000,10M1,20201012,1027865,1027865,27,Manufacturing Support
4805004086,30,3000,10M2,20171207,1012002,1012002,12,Information Technology
4805004086,40,4100,3200,20250207,1015039,1015039,15,EHSS
4805004087,50,1000,1000,20261128,1030076,1030076,30,Digitization
4805004087,60,2000,1000,20250419,1020113,1020113,20,Legal
4805004087,70,3000,2100,20230826,1032150,1032150,32,Supply Chain
4805004087,80,4100,1000,20200606,1017187,1017187,17,Technology & Innovation
4805004088,10,1000,4100,20220513,1009224,1009224,9,Executive Office
4805004088,20,2000,1031,20260908,1009261,1009261,9,Executive Office
4805004088,30,3000,2100,20180501,1027298,1027298,27,Manufacturing Support
4805004088,40,4100,3200,20230524,1028335,1028335,28,SS Global Procurement
4805004089,50,1000,2100,20231011,1025372,1025372,25,Human Resources
4805004089,60,2000,1031,20240213,1012409,1012409,12,Information Technology
4805004089,70,3000,1000,20201203,1015446,1015446,15,EHSS
4805004089,80,4100,1000,20211006,1030483,1030483,30,Digitization
4805004090,10,1000,1031,20260713,1009520,1009520,9,Executive Office
4805004090,20,2000,10M1,20220920,1025557,1025557,25,Human Resources
4805004090,30,3000,4100,20230408,1010594,1010594,10,Finance
4805004090,40,4100,10M2,20201109,1009631,1009631,9,Executive Office
4805004091,50,1000,4100,20260403,1028668,1028668,28,SS Global Procurement
4805004091,60,2000,1033,20201225,1009705,1009705,9,Executive Office
4805004091,70,3000,4100,20220520,1025742,1025742,25,Human Resources
4805004091,80,4100,10M2,20250828,1027779,1027779,27,Manufacturing Support
4805004092,10,1000,1000,20200710,1012816,1012816,12,Information Technology
4805004092,20,2000,2100,20180626,1028853,1028853,28,SS Global Procurement
4805004092,30,3000,3200,20210607,1010890,1010890,10,Finance
4805004092,40,4100,10M2,20230807,1028027,1028027,28,SS Global Procurement
4805004093,50,1000,10M1,20201114,1010064,1010064,10,Finance
4805004093,60,2000,3200,20250616,1012101,1012101,12,Information Technology
4805004093,70,3000,10M1,20180128,1015138,1015138,15,EHSS
4805004093,80,4100,4100,20240816,1020175,1020175,20,Legal
4805004094,10,1000,1031,20180426,1025212,1025212,25,Human Resources
4805004094,20,2000,1031,20260201,1027249,1027249,27,Manufacturing Support
4805004094,30,3000,10M2,20190710,1030286,1030286,30,Digitization
4805004094,40,4100,1031,20181012,1012323,1012323,12,Information Technology
4805004095,50,1000,2100,20240825,1027360,1027360,27,Manufacturing Support
4805004095,60,2000,3200,20241003,1027397,1027397,27,Manufacturing Support
4805004095,70,3000,1100,20210807,1012434,1012434,12,Information Technology
4805004095,80,4100,1031,20190409,1020471,1020471,20,Legal
4805004096,10,1000,1100,20210503,1025508,1025508,25,Human Resources
4805004096,20,2000,1000,20220518,1027545,1027545,27,Manufacturing Support
4805004096,30,3000,10M2,20191012,1009582,1009582,9,Executive Office
4805004096,40,4100,10M2,20230221,1010619,1010619,10,Finance
4805004097,50,1000,10M1,20211227,1028656,1028656,28,SS Global Procurement
4805004097,60,2000,2100,20170520,1028693,1028693,28,SS Global Procurement
4805004097,70,3000,1000,20260217,1012730,1012730,12,Information Technology
4805004097,80,4100,3200,20171202,1009767,1009767,9,Executive Office
4805004098,10,1000,10M1,20210809,1014804,1014804,14,SS Facility Mgt
4805004098,20,2000,10M2,20240615,1027841,1025126,27,Manufacturing Support
4805004098,30,3000,1031,20221017,1032878,1032878,32,Supply Chain
4805004098,40,4100,10M1,20240608,1030015,1030015,30,Digitization
4805004099,50,1000,1033,20241226,1030052,1030052,30,Digitization
4805004099,60,2000,1100,20220121,1030089,1030089,30,Digitization
4805004099,70,3000,1033,20261003,1009126,1009126,9,Executive Office
4805004099,80,4100,1033,20221212,1028163,1028163,28,SS Global Procurement
4805004100,10,1000,1100,20220724,1009200,1009200,9,Executive Office
4805004100,20,2000,1031,20251218,1012237,1012237,12,Information Technology
4805004100,30,3000,1100,20240321,1010274,1010274,10,Finance
4805004100,40,4100,1033,20210117,1030311,1030311,30,Digitization
4805004101,50,1000,1033,20181127,1032348,1032348,32,Supply Chain
4805004101,60,2000,1033,20240301,1028385,1028385,28,SS Global Procurement
4805004101,70,3000,10M1,20230415,1027422,1027422,27,Manufacturing Support
4805004101,80,4100,10M1,20180801,1015459,1015459,15,EHSS
4805004102,10,1000,4100,20231027,1015496,1015496,15,EHSS
4805004102,20,2000,2100,20191109,1010533,1010533,10,Finance
4805004102,30,3000,4100,20230223,1025570,1025570,25,Human Resources
4805004102,40,4100,2100,20190915,1023607,1023607,23,Corporate Affairs
4805004103,50,1000,2100,20170624,1012644,1012644,12,Information Technology
4805004103,60,2000,1000,20190106,1014681,1014681,14,SS Facility Mgt
4805004103,70,3000,4100,20191122,1012718,1012718,12,Information Technology
4805004103,80,4100,3200,20240120,1010755,1010755,10,Finance
4805004104,10,1000,2100,20210210,1030792,1030792,30,Digitization
4805004104,20,2000,3200,20170628,1023829,1023829,23,Corporate Affairs
4805004104,30,3000,4100,20210715,1012866,1012866,12,Information Technology
4805004104,40,4100,1000,20250120,1027003,1027003,27,Manufacturing Support
4805004105,50,1000,1100,20171010,1014040,1014040,14,SS Facility Mgt
4805004105,60,2000,10M2,20200316,1025077,1025077,25,Human Resources
4805004105,70,3000,1000,20190610,1028114,1028114,28,SS Global Procurement
4805004105,80,4100,1000,20230328,1012151,1012151,12,Information Technology
4805004106,10,1000,1100,20220522,1028188,1028188,28,SS Global Procurement
4805004106,20,2000,1100,20240828,1023225,1023225,23,Corporate Affairs
4805004106,30,3000,1033,20171207,1035262,1035262,35,Sales & Marketing
4805004106,40,4100,1031,20241115,1023299,1023299,23,Corporate Affairs
4805004107,50,1000,3200,20260303,1010336,1010336,10,Finance
4805004107,60,2000,10M2,20191010,1012373,1012373,12,Information Technology
4805004107,70,3000,2100,20251120,1035410,1035410,35,Sales & Marketing
4805004107,80,4100,1100,20260809,1017447,1017447,17,Technology & Innovation
4805004108,10,1000,4100,20240404,1027484,1027484,27,Manufacturing Support
4805004108,20,2000,4100,20240915,1035521,1035521,35,Sales & Marketing
4805004108,30,3000,3200,20230314,1012558,1012558,12,Information Technology
4805004108,40,4100,4100,20220123,1030595,1030595,30,Digitization
4805004109,50,1000,3200,20190626,1020632,1020632,20,Legal
4805004109,60,2000,4100,20200928,1015669,1015669,15,EHSS
4805004109,70,3000,1100,20251102,1010706,1010706,10,Finance
4805004109,80,4100,1031,20211202,1028743,1028743,28,SS Global Procurement
4805004110,10,1000,2100,20220825,1012780,1012780,12,Information Technology
4805004110,20,2000,1000,20200101,1032817,1032817,32,Supply Chain
4805004110,30,3000,2100,20250908,1020854,1020854,20,Legal
4805004110,40,4100,1100,20230920,1017891,1017891,17,Technology & Innovation
4805004111,50,1000,2100,20240111,1023028,1023028,23,Corporate Affairs
4805004111,60,2000,10M1,20190417,1012065,1012065,12,Information Technology
4805004111,70,3000,10M1,20180110,1012102,1012102,12,Information Technology
4805004111,80,4100,1033,20211021,1032139,1032139,32,Supply Chain
4805004112,10,1000,2100,20231005,1030176,1030176,30,Digitization
4805004112,20,2000,1031,20180413,1017213,1017213,17,Technology & Innovation
4805004112,30,3000,1100,20240904,1025250,1025250,25,Human Resources
4805004112,40,4100,1100,20250928,1017287,1017287,17,Technology & Innovation
4805004113,50,1000,2100,20261105,1020324,1020324,20,Legal
4805004113,60,2000,1033,20260302,1015361,1015361,15,EHSS
4805004113,70,3000,10M1,20210818,1030398,1030398,30,Digitization
4805004113,80,4100,1031,20171027,1012435,1012435,12,Information Technology
4805004114,10,1000,2100,20220403,1012472,1012472,12,Information Technology
4805004114,20,2000,10M1,20250726,1027509,1027509,27,Manufacturing Support
4805004114,30,3000,2100,20210715,1027546,1027546,27,Manufacturing Support
4805004114,40,4100,4100,20211015,1032583,1032583,32,Supply Chain
4805004115,50,1000,3200,20231214,1009620,1009620,9,Executive Office
4805004115,60,2000,10M1,20261115,1017657,1017657,17,Technology & Innovation
4805004115,70,3000,1031,20210504,1014694,1014694,14,SS Facility Mgt
4805004115,80,4100,4100,20180417,1014731,1014731,14,SS Facility Mgt
4805004116,10,1000,10M2,20210207,1010768,1010768,10,Finance
4805004116,20,2000,1000,20251226,1028805,1028805,28,SS Global Procurement
4805004116,30,3000,10M2,20170817,1009842,1009842,9,Executive Office
4805004116,40,4100,2100,20210302,1012879,1012879,12,Information Technology
4805004117,50,1000,3200,20180606,1030016,1030016,30,Digitization
4805004117,60,2000,10M1,20180911,1017053,1017053,17,Technology & Innovation
4805004117,70,3000,4100,20201123,1009090,1009090,9,Executive Office
4805004117,80,4100,3200,20170624,1027127,1027127,27,Manufacturing Support
4805004118,10,1000,1031,20170519,1010164,1010164,10,Finance
4805004118,20,2000,1100,20190528,1028201,1028201,28,SS Global Procurement
4805004118,30,3000,1031,20241116,1028238,1028238,28,SS Global Procurement
4805004118,40,4100,2100,20190912,1028275,1028275,28,SS Global Procurement
4805004119,50,1000,3200,20250522,1012312,1012312,12,Information Technology
4805004119,60,2000,10M1,20231004,1020349,1020349,20,Legal
4805004119,70,3000,1033,20220207,1012386,1012386,12,Information Technology
4805004119,80,4100,1033,20241019,1015423,1015423,15,EHSS
4805004120,10,1000,1031,20240124,1028460,1028460,28,SS Global Procurement
4805004120,20,2000,10M2,20171120,1020497,1020497,20,Legal
4805004120,30,3000,1000,20170116,1027534,1027534,27,Manufacturing Support
4805004120,40,4100,1000,20230410,1028571,1028571,28,SS Global Procurement
